ticker,rating,score,as_of_date,generated_at_utc,universe,source
TBBB,80,0.2007,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FRAF,80,0.199996,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CVLG,80,0.199781,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ENVA,80,0.199778,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HXL,80,0.199709,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FNV,80,0.198043,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NYAX,80,0.197633,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SFD,80,0.197173,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PVH,80,0.19689,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OOMA,80,0.196833,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BAP,80,0.196746,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KEX,80,0.196142,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MRK,80,0.193953,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
UVE,80,0.193508,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GMED,79,0.193115,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DRH,79,0.192696,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BWFG,79,0.19247,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CMBT,79,0.192174,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NPCE,79,0.192106,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MSBI,79,0.191534,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WSBK,79,0.191492,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SY,79,0.191201,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NAMS,79,0.191162,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SYM,79,0.191086,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EHLD,79,0.190849,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NVGS,79,0.190046,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GCO,79,0.189185,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OCS,79,0.188769,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KFFB,79,0.18847,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PINE,79,0.187902,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DAC,79,0.187649,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HST,79,0.18715,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EGBN,79,0.187096,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SFST,79,0.187058,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RMCF,79,0.186546,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CARE,79,0.186167,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HII,79,0.186077,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DLHC,79,0.185978,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GEF-B,79,0.185433,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RNGR,79,0.185414,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HE,79,0.18485,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
JBS,79,0.184814,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CVEO,79,0.183903,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IBKR,79,0.183306,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FLOC,79,0.183277,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GERN,79,0.18323,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AENT,79,0.182846,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ODV,79,0.182652,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LIXT,79,0.182199,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RGLD,79,0.182072,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RUSHB,79,0.181999,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MPC,79,0.181954,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OVBC,79,0.181539,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LYB,79,0.180864,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
YPF,79,0.180857,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CWEN-A,79,0.180159,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GGB,79,0.180017,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
R,79,0.179516,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LPL,79,0.179439,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BPOP,79,0.179362,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NDRA,79,0.178413,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FOXX,79,0.178311,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ELE,79,0.17823,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AEO,79,0.178096,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STT,78,0.177404,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BK,78,0.17718,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IMUX,78,0.177065,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ZGN,78,0.17682,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HTBK,78,0.17677,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FSM,78,0.176725,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
UFCS,78,0.176143,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STGW,78,0.175587,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
UTI,78,0.175332,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CMPS,78,0.17511,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DCOM,78,0.17491,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HPE,78,0.174637,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CFG,78,0.174029,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CYTK,78,0.173994,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ROKU,78,0.173885,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WASH,78,0.173741,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SENEA,78,0.173523,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MTDR,78,0.173295,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FLNC,78,0.173249,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MCY,78,0.173082,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OXY,78,0.173018,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AAP,78,0.172876,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PYPD,78,0.172658,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STRT,78,0.172303,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
W,78,0.172053,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PASG,78,0.171835,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WSFS,78,0.171622,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OR,78,0.171457,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NB,78,0.170934,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RL,78,0.170837,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BGC,78,0.170807,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MNSB,78,0.170077,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PH,78,0.169907,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PENG,78,0.169169,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STKL,78,0.169148,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SON,78,0.168872,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HFBL,78,0.168632,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CDNA,78,0.168622,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MDGL,78,0.168612,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IRMD,78,0.167718,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TGT,78,0.167617,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DBRG,78,0.166909,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AREC,78,0.16685,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CCNE,78,0.166831,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HCSG,78,0.166414,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WNEB,78,0.166017,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AZZ,78,0.16598,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VRE,78,0.16528,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BCRX,78,0.165106,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IDYA,78,0.164069,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GPRK,77,0.163865,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OBIO,77,0.163773,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SRRK,77,0.163664,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RELY,77,0.163617,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WBS,77,0.163247,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PDSB,77,0.163108,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CZWI,77,0.163083,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RES,77,0.162822,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SOPH,77,0.162759,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
APLM,77,0.162716,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CTS,77,0.162591,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CPS,77,0.162534,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ULS,77,0.162012,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CTW,77,0.161895,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MCS,77,0.161548,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
JOE,77,0.161384,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FANG,77,0.160828,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FISI,77,0.160819,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
XHR,77,0.160813,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SMRT,77,0.160531,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SHEN,77,0.160335,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ETR,77,0.159957,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NTB,77,0.159023,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NTRS,77,0.158466,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
JBLU,77,0.15826,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RANI,77,0.158246,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HBIO,77,0.158129,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
INVA,77,0.157399,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
XP,77,0.156812,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TRST,77,0.156454,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
UNCY,77,0.156082,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AZN,77,0.155858,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BGS,77,0.155844,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FSBC,77,0.155566,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TXN,77,0.155441,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SNDA,77,0.155431,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GHRS,77,0.155237,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CSX,77,0.155225,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
XOM,77,0.154559,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FRST,77,0.154391,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HOFT,77,0.154315,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LVLU,77,0.154275,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MRLN,77,0.153804,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WETH,77,0.153702,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HTLD,77,0.153311,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ACDC,77,0.153193,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MCHP,77,0.15301,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IRM,77,0.153009,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OVLY,77,0.152631,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WAB,76,0.15248,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IZEA,76,0.152333,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BMO,76,0.152294,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ISTR,76,0.152175,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BBT,76,0.151776,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TSBK,76,0.151447,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
COP,76,0.151323,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HLP,76,0.151249,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IHS,76,0.151022,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SM,76,0.150875,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PSX,76,0.150597,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NKSH,76,0.150483,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MBBC,76,0.150371,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AURA,76,0.150245,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CFFN,76,0.150245,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DNLI,76,0.149871,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VNDA,76,0.149752,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ISBA,76,0.149511,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AYTU,76,0.14877,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
POWI,76,0.148581,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HLT,76,0.148438,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FTRE,76,0.148198,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IBP,76,0.147497,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ILMN,76,0.147469,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EIX,76,0.147001,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CAVA,76,0.146905,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NFBK,76,0.146465,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BFRI,76,0.146338,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
JNJ,76,0.146125,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OBK,76,0.146065,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CCLD,76,0.145492,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CTRA,76,0.144652,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CSCO,76,0.14461,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HCC,76,0.144386,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BEAM,76,0.144361,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DEC,76,0.14436,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OUST,76,0.143851,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DLR,76,0.143665,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BKV,76,0.142947,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TEL,76,0.142837,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GTY,76,0.142305,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RIGL,76,0.141974,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FVR,76,0.140392,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LILAK,76,0.140116,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OSIS,76,0.139905,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CAC,76,0.138797,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WSBF,76,0.13868,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IHD,76,0.138363,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
M,76,0.138236,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BC,76,0.138214,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FFIC,75,0.137999,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ARQT,75,0.136827,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KRMN,75,0.136758,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STEL,75,0.136254,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SEMR,75,0.136148,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VBNK,75,0.135958,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CBLL,75,0.135446,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TWLO,75,0.135381,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CLH,75,0.13518,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MOB,75,0.13499,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TPL,75,0.134908,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STAA,75,0.134825,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TFPM,75,0.134518,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MGY,75,0.134336,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FTK,75,0.134224,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CURV,75,0.133971,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PFS,75,0.133773,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BOKF,75,0.133711,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CAH,75,0.133639,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VG,75,0.133524,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DTM,75,0.133216,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FCAP,75,0.133206,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SGMT,75,0.133191,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SOBO,75,0.132659,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FCBC,75,0.132572,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OSW,75,0.132499,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LILA,75,0.132341,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PLD,75,0.132208,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BURL,75,0.13189,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EBAY,75,0.13183,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TRS,75,0.131816,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ICCC,75,0.131766,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ALCO,75,0.131357,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NWFL,75,0.131099,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BVFL,75,0.130786,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BOLD,75,0.130745,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TBPH,75,0.130534,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SHOO,75,0.130316,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IFS,75,0.130213,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PBI,75,0.130202,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FER,75,0.129997,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NTLA,75,0.129913,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KNTK,75,0.129294,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SHBI,75,0.128605,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
COCP,75,0.128127,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WELL,75,0.128036,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EGO,75,0.127853,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KLRS,75,0.127828,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VNOM,75,0.127207,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GNL,75,0.126791,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BB,74,0.126697,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CBAN,74,0.126657,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PRSU,74,0.126537,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
